Question Title,Difficulty,URL,Total Accepted,Total Submissions,Paid Only
Number of Substrings Containing All Three Characters,Medium,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters/,311714,427217,No
Apply Discount Every n Orders,Medium,https://leetcode.com/problems/apply-discount-every-n-orders/,26122,36416,No
Sort Integers by The Number of 1 Bits,Easy,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/,246725,313959,No
Minimum Difficulty of a Job Schedule,Hard,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule/,209884,351950,No
Find the City With the Smallest Number of Neighbors at a Threshold Distance,Medium,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/,243932,350944,No
"Filter Restaurants by Vegan-Friendly, Price and Distance",Medium,https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance/,34124,54212,No
Remove Palindromic Subsequences,Easy,https://leetcode.com/problems/remove-palindromic-subsequences/,142752,186393,No
Restaurant Growth,Medium,https://leetcode.com/problems/restaurant-growth/,165553,296175,No
Minimum Number of Taps to Open to Water a Garden,Hard,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden/,143034,282099,No
Delete Leaves With a Given Value,Medium,https://leetcode.com/problems/delete-leaves-with-a-given-value/,228550,295718,No
Print Words Vertically,Medium,https://leetcode.com/problems/print-words-vertically/,46487,70537,No
Maximum 69 Number,Easy,https://leetcode.com/problems/maximum-69-number/,295827,358517,No
Jump Game IV,Hard,https://leetcode.com/problems/jump-game-iv/,153045,332215,No
Angle Between Hands of a Clock,Medium,https://leetcode.com/problems/angle-between-hands-of-a-clock/,133080,207513,No
Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,Medium,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold/,134806,192982,No
Number of Steps to Reduce a Number to Zero,Easy,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero/,778875,910445,No
Minimum Distance to Type a Word Using Two Fingers,Hard,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers/,34570,58557,No
Number of Operations to Make Network Connected,Medium,https://leetcode.com/problems/number-of-operations-to-make-network-connected/,270765,421932,No
Minimum Flips to Make a OR b Equal to c,Medium,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/,163976,229333,No
Convert Integer to the Sum of Two No-Zero Integers,Easy,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers/,56117,103799,No
Minimum Insertion Steps to Make a String Palindrome,Hard,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,224252,311413,No
Get Watched Videos by Your Friends,Medium,https://leetcode.com/problems/get-watched-videos-by-your-friends/,30145,61713,No
XOR Queries of a Subarray,Medium,https://leetcode.com/problems/xor-queries-of-a-subarray/,203013,258799,No
Decrypt String from Alphabet to Integer Mapping,Easy,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping/,136720,170694,No
Encrypt and Decrypt Strings,Hard,https://leetcode.com/problems/encrypt-and-decrypt-strings/,14864,35988,No
All Ancestors of a Node in a Directed Acyclic Graph,Medium,https://leetcode.com/problems/all-ancestors-of-a-node-in-a-directed-acyclic-graph/,143112,231264,No
Find the K-Beauty of a Number,Easy,https://leetcode.com/problems/find-the-k-beauty-of-a-number/,73157,119300,No
Verbal Arithmetic Puzzle,Hard,https://leetcode.com/problems/verbal-arithmetic-puzzle/,15633,45100,No
Jump Game III,Medium,https://leetcode.com/problems/jump-game-iii/,263582,400395,No
All Elements in Two Binary Search Trees,Medium,https://leetcode.com/problems/all-elements-in-two-binary-search-trees/,236738,296031,No
Find N Unique Integers Sum up to Zero,Easy,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero/,240523,315887,No
Maximum Candies You Can Get from Boxes,Hard,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes/,20704,36019,No
Maximum Number of Occurrences of a Substring,Medium,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/,67963,128139,No
Divide Array in Sets of K Consecutive Numbers,Medium,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/,108587,185359,No
Find Numbers with Even Number of Digits,Easy,https://leetcode.com/problems/find-numbers-with-even-number-of-digits/,781161,1004604,No
Fair Distribution of Cookies,Medium,https://leetcode.com/problems/fair-distribution-of-cookies/,106635,153909,No
Students and Examinations,Easy,https://leetcode.com/problems/students-and-examinations/,481595,798055,No
Shortest Path in a Grid with Obstacles Elimination,Hard,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/,235330,517579,No
Maximum Side Length of a Square with Sum Less than or Equal to Threshold,Medium,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold/,36912,69075,No
Convert Binary Number in a Linked List to Integer,Easy,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer/,536161,660671,No
Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,Hard,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix/,36169,50344,No
Find the Smallest Divisor Given a Threshold,Medium,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/,285188,453458,No
Group the People Given the Group Size They Belong To,Medium,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to/,226022,258770,No
Subtract the Product and Sum of Digits of an Integer,Easy,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer/,557204,643003,No
Palindrome Partitioning III,Hard,https://leetcode.com/problems/palindrome-partitioning-iii/,32488,52904,No
Count Square Submatrices with All Ones,Medium,https://leetcode.com/problems/count-square-submatrices-with-all-ones/,337817,430028,No
Number of Burgers with No Waste of Ingredients,Medium,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients/,29265,58183,No
Find Winner on a Tic Tac Toe Game,Easy,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/,148632,274631,No
Number of Ways to Stay in the Same Place After Some Steps,Hard,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/,96820,193260,No
Search Suggestions System,Medium,https://leetcode.com/problems/search-suggestions-system/,376109,578485,No
Count Servers that Communicate,Medium,https://leetcode.com/problems/count-servers-that-communicate/,186758,254256,No
Minimum Time Visiting All Points,Easy,https://leetcode.com/problems/minimum-time-visiting-all-points/,256061,310360,No
Minimum Path Cost in a Grid,Medium,https://leetcode.com/problems/minimum-path-cost-in-a-grid/,35081,52375,No
Maximum Value of K Coins From Piles,Hard,https://leetcode.com/problems/maximum-value-of-k-coins-from-piles/,73598,121898,No
Find the Difference of Two Arrays,Easy,https://leetcode.com/problems/find-the-difference-of-two-arrays/,506681,629018,No
Average Selling Price,Easy,https://leetcode.com/problems/average-selling-price/,431660,1170374,No
Minimum Moves to Move a Box to Their Target Location,Hard,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/,29722,60775,No
Greatest Sum Divisible by Three,Medium,https://leetcode.com/problems/greatest-sum-divisible-by-three/,62681,123558,No
Find Elements in a Contaminated Binary Tree,Medium,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/,192674,227168,No
Shift 2D Grid,Easy,https://leetcode.com/problems/shift-2d-grid/,114686,169698,No
Calculate Amount Paid in Taxes,Easy,https://leetcode.com/problems/calculate-amount-paid-in-taxes/,45347,67763,No
Maximum Score Words Formed by Letters,Hard,https://leetcode.com/problems/maximum-score-words-formed-by-letters/,124519,152578,No
Number of Closed Islands,Medium,https://leetcode.com/problems/number-of-closed-islands/,249570,374351,No
Reconstruct a 2-Row Binary Matrix,Medium,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix/,30587,64423,No
Cells with Odd Values in a Matrix,Easy,https://leetcode.com/problems/cells-with-odd-values-in-a-matrix/,127921,161650,No
Selling Pieces of Wood,Hard,https://leetcode.com/problems/selling-pieces-of-wood/,13065,25483,No
Find Palindrome With Fixed Length,Medium,https://leetcode.com/problems/find-palindrome-with-fixed-length/,24867,66628,No
Check If It Is a Good Array,Hard,https://leetcode.com/problems/check-if-it-is-a-good-array/,28864,47405,No
Minimum Remove to Make Valid Parentheses,Medium,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/,906971,1288607,No
Count Number of Nice Subarrays,Medium,https://leetcode.com/problems/count-number-of-nice-subarrays/,332809,458555,No
Minimum Swaps to Make Strings Equal,Medium,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal/,45728,70904,No
Maximum Height by Stacking Cuboids ,Hard,https://leetcode.com/problems/maximum-height-by-stacking-cuboids/,36183,60713,No
Tuple with Same Product,Medium,https://leetcode.com/problems/tuple-with-same-product/,189509,269900,No
Greatest English Letter in Upper and Lower Case,Easy,https://leetcode.com/problems/greatest-english-letter-in-upper-and-lower-case/,62989,88902,No
Airplane Seat Assignment Probability,Medium,https://leetcode.com/problems/airplane-seat-assignment-probability/,48020,72105,No
Tiling a Rectangle with the Fewest Squares,Hard,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares/,25509,46950,No
Maximum Length of a Concatenated String with Unique Characters,Medium,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters/,302326,557812,No
Circular Permutation in Binary Representation,Medium,https://leetcode.com/problems/circular-permutation-in-binary-representation/,21040,29493,No
Find Positive Integer Solution for a Given Equation,Medium,https://leetcode.com/problems/find-positive-integer-solution-for-a-given-equation/,74202,106835,No
Minimum Number of Moves to Make Palindrome,Hard,https://leetcode.com/problems/minimum-number-of-moves-to-make-palindrome/,28556,55190,No
Minimum Deletions to Make Array Beautiful,Medium,https://leetcode.com/problems/minimum-deletions-to-make-array-beautiful/,35812,73670,No
Find Players With Zero or One Losses,Medium,https://leetcode.com/problems/find-players-with-zero-or-one-losses/,277320,381535,No
Find Resultant Array After Removing Anagrams,Easy,https://leetcode.com/problems/find-resultant-array-after-removing-anagrams/,74072,125179,No
Maximum Profit in Job Scheduling,Hard,https://leetcode.com/problems/maximum-profit-in-job-scheduling/,352702,649163,No
Replace the Substring for Balanced String,Medium,https://leetcode.com/problems/replace-the-substring-for-balanced-string/,39665,101136,No
Remove Sub-Folders from the Filesystem,Medium,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem/,163416,215886,No
Check If It Is a Straight Line,Easy,https://leetcode.com/problems/check-if-it-is-a-straight-line/,280633,707908,No
Maximum Score Of Spliced Array,Hard,https://leetcode.com/problems/maximum-score-of-spliced-array/,21313,37195,No
Maximize the Topmost Element After K Moves,Medium,https://leetcode.com/problems/maximize-the-topmost-element-after-k-moves/,32845,140906,No
Maximum Equal Frequency,Hard,https://leetcode.com/problems/maximum-equal-frequency/,16912,45276,No
Dice Roll Simulation,Hard,https://leetcode.com/problems/dice-roll-simulation/,33382,67035,No
Queens That Can Attack the King,Medium,https://leetcode.com/problems/queens-that-can-attack-the-king/,46550,64586,No
Split a String in Balanced Strings,Easy,https://leetcode.com/problems/split-a-string-in-balanced-strings/,340492,392875,No
The Dining Philosophers,Medium,https://leetcode.com/problems/the-dining-philosophers/,41730,76496,No
Queries Quality and Percentage,Easy,https://leetcode.com/problems/queries-quality-and-percentage/,336985,720624,No
Design Skiplist,Hard,https://leetcode.com/problems/design-skiplist/,27656,44743,No
Maximum Product of the Length of Two Palindromic Substrings,Hard,https://leetcode.com/problems/maximum-product-of-the-length-of-two-palindromic-substrings/,4337,14292,No
Maximum Candies Allocated to K Children,Medium,https://leetcode.com/problems/maximum-candies-allocated-to-k-children/,175288,349145,No
Sum of Numbers With Units Digit K,Medium,https://leetcode.com/problems/sum-of-numbers-with-units-digit-k/,28969,106712,No
Sort the Jumbled Numbers,Medium,https://leetcode.com/problems/sort-the-jumbled-numbers/,150611,251121,No
Count Vowels Permutation,Hard,https://leetcode.com/problems/count-vowels-permutation/,175380,285081,No
Path with Maximum Gold,Medium,https://leetcode.com/problems/path-with-maximum-gold/,233367,342817,No
Longest Arithmetic Subsequence of Given Difference,Medium,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/,157550,289182,No
Minimum Cost to Move Chips to The Same Position,Easy,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position/,146352,202978,No
Last Person to Fit in the Bus,Medium,https://leetcode.com/problems/last-person-to-fit-in-the-bus/,221285,324312,No
Sum of Floored Pairs,Hard,https://leetcode.com/problems/sum-of-floored-pairs/,10516,35757,No
Path with Maximum Probability,Medium,https://leetcode.com/problems/path-with-maximum-probability/,337023,516203,No
Where Will the Ball Fall,Medium,https://leetcode.com/problems/where-will-the-ball-fall/,144623,200961,No
